Invoice,ProductID,Product,Description,QuantityBought,Date,Price,CustomerID,Age,Gender,AverageSpend,PurchaseFrequency,Country,Category_x,Encoded_Category,Recency,Prod_cluster,text_features,product_features
500573,9213,Storage Box,A sturdy plastic storage box ideal for organizing household items.,3,00:00.0,124.0,33474,35,1,274.49,0,1,Storage,5,372.0,1,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 1 124.0 A sturdy plastic storage box ideal for organizing household items. 0
525695,5569,Storage Box,A sturdy plastic storage box ideal for organizing household items.,3,00:00.0,74.22,31045,25,0,92.02,0,2,Storage,5,222.66,0,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 2 74.22 A sturdy plastic storage box ideal for organizing household items. 0
161476,7353,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,3,00:00.0,55.87,14922,48,0,91.71,0,0,Electronics,0,167.60999999999999,0,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 0 55.87 A portable Bluetooth speaker with clear sound and deep bass. 0
406955,3353,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",7,00:00.0,57.57,32706,51,1,157.47,0,0,Home Decor,1,402.99,1,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 57.57 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 0"
267280,8437,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",7,00:00.0,121.83,52771,24,1,178.5,0,3,Office,4,852.81,1,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 3 121.83 A premium ruled notebook for writing, journaling, or office notes. 0"
775510,5799,Storage Box,A sturdy plastic storage box ideal for organizing household items.,7,00:00.0,52.59,62335,53,0,116.51,1,0,Storage,5,368.13,1,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 0 52.59 A sturdy plastic storage box ideal for organizing household items. 1
695468,1686,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",8,00:00.0,35.31,62949,35,0,63.75,1,2,Office,4,282.48,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 2 35.31 A premium ruled notebook for writing, journaling, or office notes. 1"
798646,9476,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,5,00:00.0,17.28,80714,55,0,24.46,2,0,Lighting / Decor,3,86.4,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 17.28 A flexible RGB LED strip with multiple color modes for room decoration. 2
737144,5811,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",5,00:00.0,72.67,25240,26,0,190.89,0,0,Office,4,363.35,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 0 72.67 A premium ruled notebook for writing, journaling, or office notes. 0"
954882,9954,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,4,00:00.0,74.91,12716,26,1,186.2,2,2,Office,4,299.64,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 2 74.91 A multi-section organizer that keeps workspace essentials neatly arranged. 2
514568,6346,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,7,00:00.0,126.93,26574,25,0,294.88,2,1,Kitchen,2,888.51,1,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 1 126.93 A BPA-free reusable bottle designed to keep drinks cold for hours. 2
286141,6043,Storage Box,A sturdy plastic storage box ideal for organizing household items.,4,00:00.0,37.08,93255,52,1,54.61,1,0,Storage,5,148.32,0,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 0 37.08 A sturdy plastic storage box ideal for organizing household items. 1
998320,3428,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",2,00:00.0,60.24,83717,35,1,72.03,2,2,Office,4,120.48,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 2 60.24 A premium ruled notebook for writing, journaling, or office notes. 2"
734736,6126,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,4,00:00.0,122.22,54066,22,0,263.06,0,0,Electronics,0,488.88,1,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 0 122.22 A portable Bluetooth speaker with clear sound and deep bass. 0
638685,9220,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,8,00:00.0,124.43,71826,31,1,262.22,0,0,Kitchen,2,995.44,1,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 0 124.43 A durable ceramic mug with a smooth matte finish for hot beverages. 0
278031,8813,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,9,00:00.0,60.77,30213,45,0,83.67,1,2,Office,4,546.9300000000001,1,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 2 60.77 A multi-section organizer that keeps workspace essentials neatly arranged. 1
219180,4356,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,3,00:00.0,71.57,81916,47,0,79.62,0,3,Office,4,214.70999999999998,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 3 71.57 A multi-section organizer that keeps workspace essentials neatly arranged. 0
166234,9707,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",7,00:00.0,48.98,76151,21,0,56.89,1,0,Home Decor,1,342.85999999999996,0,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 48.98 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 1"
664242,8266,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",9,00:00.0,140.22,60906,56,0,418.63,1,0,Office,4,1261.98,1,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 0 140.22 A premium ruled notebook for writing, journaling, or office notes. 1"
278352,7540,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",4,00:00.0,22.2,10463,37,0,56.99,1,1,Home Decor,1,88.8,0,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 1 22.2 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 1"
179459,1038,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",3,00:00.0,140.39,41973,42,0,399.27,0,0,Home Decor,1,421.16999999999996,1,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 140.39 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 0"
509995,4342,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,5,00:00.0,104.16,84694,45,1,144.79,1,3,Kitchen,2,520.8,1,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 3 104.16 A durable ceramic mug with a smooth matte finish for hot beverages. 1
295004,3844,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,1,00:00.0,82.08,30651,29,1,239.77,2,3,Lighting / Decor,3,82.08,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 3 82.08 A flexible RGB LED strip with multiple color modes for room decoration. 2
566152,2098,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",3,00:00.0,9.74,78694,19,1,12.52,1,0,Office,4,29.22,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 0 9.74 A premium ruled notebook for writing, journaling, or office notes. 1"
825256,8027,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,8,00:00.0,73.96,30008,31,0,149.26,0,3,Electronics,0,591.68,1,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 3 73.96 A lightweight wireless mouse with ergonomic design and smooth tracking. 0
159163,2823,Storage Box,A sturdy plastic storage box ideal for organizing household items.,8,00:00.0,64.12,80474,39,1,170.52,0,1,Storage,5,512.96,1,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 1 64.12 A sturdy plastic storage box ideal for organizing household items. 0
575853,4155,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",4,00:00.0,28.38,48185,48,1,48.23,0,0,Home Decor,1,113.52,0,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 28.38 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 0"
151934,4093,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,2,00:00.0,100.18,97924,40,1,185.3,0,0,Kitchen,2,200.36,0,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 0 100.18 A BPA-free reusable bottle designed to keep drinks cold for hours. 0
820255,6658,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,8,00:00.0,145.82,84417,37,1,183.2,2,0,Lighting / Decor,3,1166.56,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 0 145.82 A warm ambient lamp with soft diffused lighting for home décor. 2
525523,4778,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,8,00:00.0,86.52,81139,55,1,107.79,0,3,Kitchen,2,692.16,1,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 3 86.52 A BPA-free reusable bottle designed to keep drinks cold for hours. 0
940530,3896,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,4,00:00.0,108.64,44980,21,0,243.26,2,1,Kitchen,2,434.56,1,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 1 108.64 A durable ceramic mug with a smooth matte finish for hot beverages. 2
554137,1988,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,3,00:00.0,14.93,32504,32,1,35.1,2,0,Kitchen,2,44.79,0,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 0 14.93 A durable ceramic mug with a smooth matte finish for hot beverages. 2
105486,5116,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,2,00:00.0,65.56,64970,41,0,167.48,0,0,Electronics,0,131.12,0,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 0 65.56 A portable Bluetooth speaker with clear sound and deep bass. 0
239407,7446,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,9,00:00.0,21.87,26766,42,1,46.22,1,0,Lighting / Decor,3,196.83,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 21.87 A flexible RGB LED strip with multiple color modes for room decoration. 1
973332,5179,Storage Box,A sturdy plastic storage box ideal for organizing household items.,1,00:00.0,93.86,21695,18,0,215.08,2,3,Storage,5,93.86,0,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 3 93.86 A sturdy plastic storage box ideal for organizing household items. 2
750308,2682,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",7,00:00.0,141.08,27796,24,0,144.89,2,0,Home Decor,1,987.5600000000001,1,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 141.08 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 2"
727083,6626,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,5,00:00.0,100.96,52543,48,0,133.71,1,1,Kitchen,2,504.79999999999995,1,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 1 100.96 A BPA-free reusable bottle designed to keep drinks cold for hours. 1
320184,8424,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,8,00:00.0,16.14,24559,29,1,47.93,2,0,Lighting / Decor,3,129.12,0,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 0 16.14 A warm ambient lamp with soft diffused lighting for home décor. 2
766490,1933,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,4,00:00.0,56.43,43139,59,0,65.01,2,1,Kitchen,2,225.72,0,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 1 56.43 A durable ceramic mug with a smooth matte finish for hot beverages. 2
449652,4598,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,7,00:00.0,84.85,18802,22,0,200.04,1,3,Kitchen,2,593.9499999999999,1,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 3 84.85 A durable ceramic mug with a smooth matte finish for hot beverages. 1
861315,2980,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,5,00:00.0,63.47,83843,59,1,85.82,2,3,Lighting / Decor,3,317.35,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 3 63.47 A flexible RGB LED strip with multiple color modes for room decoration. 2
742612,4056,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,5,00:00.0,125.88,50205,55,1,306.32,1,0,Lighting / Decor,3,629.4,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 0 125.88 A warm ambient lamp with soft diffused lighting for home décor. 1
422710,9984,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,9,00:00.0,123.13,44159,29,0,296.99,1,1,Lighting / Decor,3,1108.17,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 1 123.13 A warm ambient lamp with soft diffused lighting for home décor. 1
297775,1791,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,9,00:00.0,93.72,21516,56,0,137.62,2,0,Lighting / Decor,3,843.48,1,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 93.72 A flexible RGB LED strip with multiple color modes for room decoration. 2
389336,6390,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,9,00:00.0,59.15,60492,35,1,91.05,2,0,Kitchen,2,532.35,1,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 0 59.15 A durable ceramic mug with a smooth matte finish for hot beverages. 2
887494,7635,Storage Box,A sturdy plastic storage box ideal for organizing household items.,6,00:00.0,42.02,39086,19,1,97.05,1,3,Storage,5,252.12,0,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 3 42.02 A sturdy plastic storage box ideal for organizing household items. 1
708364,3255,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",6,00:00.0,20.35,40480,27,0,36.23,0,1,Office,4,122.10000000000001,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 1 20.35 A premium ruled notebook for writing, journaling, or office notes. 0"
189780,4610,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",5,00:00.0,56.46,62091,32,1,78.43,2,0,Office,4,282.3,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 0 56.46 A premium ruled notebook for writing, journaling, or office notes. 2"
252617,2607,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,9,00:00.0,64.91,57766,47,0,159.9,2,0,Lighting / Decor,3,584.1899999999999,1,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 64.91 A flexible RGB LED strip with multiple color modes for room decoration. 2
645977,6179,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,8,00:00.0,102.99,48737,34,1,134.74,2,1,Lighting / Decor,3,823.92,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 1 102.99 A warm ambient lamp with soft diffused lighting for home décor. 2
897606,7573,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",7,00:00.0,100.43,19265,21,1,272.29,2,1,Home Decor,1,703.01,1,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 1 100.43 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 2"
450605,1984,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,7,00:00.0,15.17,80990,24,0,30.79,2,0,Lighting / Decor,3,106.19,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 15.17 A flexible RGB LED strip with multiple color modes for room decoration. 2
989465,6776,Storage Box,A sturdy plastic storage box ideal for organizing household items.,6,00:00.0,62.31,25386,58,0,75.48,1,3,Storage,5,373.86,0,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 3 62.31 A sturdy plastic storage box ideal for organizing household items. 1
633636,4676,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,5,00:00.0,31.36,47425,48,1,74.89,0,0,Lighting / Decor,3,156.8,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 31.36 A flexible RGB LED strip with multiple color modes for room decoration. 0
138102,4380,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,4,00:00.0,27.74,53254,56,1,56.54,1,3,Office,4,110.96,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 3 27.74 A multi-section organizer that keeps workspace essentials neatly arranged. 1
174460,9711,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,3,00:00.0,124.96,99863,51,0,199.45,2,1,Kitchen,2,374.88,1,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 1 124.96 A BPA-free reusable bottle designed to keep drinks cold for hours. 2
464778,9782,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,3,00:00.0,11.08,63634,23,1,20.44,2,0,Lighting / Decor,3,33.24,0,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 0 11.08 A warm ambient lamp with soft diffused lighting for home décor. 2
189930,2050,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,6,00:00.0,65.78,96717,55,1,105.03,1,1,Electronics,0,394.68,0,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 1 65.78 A portable Bluetooth speaker with clear sound and deep bass. 1
631089,4633,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,4,00:00.0,29.39,57662,51,0,44.85,1,0,Electronics,0,117.56,0,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 0 29.39 A portable Bluetooth speaker with clear sound and deep bass. 1
727438,7342,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,6,00:00.0,132.5,96988,32,1,175.86,1,3,Lighting / Decor,3,795.0,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 3 132.5 A warm ambient lamp with soft diffused lighting for home décor. 1
827627,1959,Storage Box,A sturdy plastic storage box ideal for organizing household items.,3,00:00.0,85.77,97527,31,1,148.0,1,3,Storage,5,257.31,0,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 3 85.77 A sturdy plastic storage box ideal for organizing household items. 1
279208,7059,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,4,00:00.0,38.55,85452,23,1,57.9,1,2,Office,4,154.2,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 2 38.55 A multi-section organizer that keeps workspace essentials neatly arranged. 1
254697,9884,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,9,00:00.0,77.85,20143,54,0,184.26,0,0,Office,4,700.65,1,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 0 77.85 A multi-section organizer that keeps workspace essentials neatly arranged. 0
313945,6655,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,5,00:00.0,111.07,25581,49,0,262.99,1,0,Kitchen,2,555.3499999999999,1,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 0 111.07 A durable ceramic mug with a smooth matte finish for hot beverages. 1
331915,5473,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,7,00:00.0,143.93,77443,20,0,288.39,1,0,Kitchen,2,1007.51,1,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 0 143.93 A BPA-free reusable bottle designed to keep drinks cold for hours. 1
827952,3946,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",2,00:00.0,36.96,39424,20,1,94.47,1,2,Office,4,73.92,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 2 36.96 A premium ruled notebook for writing, journaling, or office notes. 1"
308124,8725,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,5,00:00.0,133.5,98844,39,1,358.14,0,1,Electronics,0,667.5,1,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 1 133.5 A lightweight wireless mouse with ergonomic design and smooth tracking. 0
537477,1526,Storage Box,A sturdy plastic storage box ideal for organizing household items.,9,00:00.0,140.47,51984,39,1,303.35,2,3,Storage,5,1264.23,1,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 3 140.47 A sturdy plastic storage box ideal for organizing household items. 2
625830,4224,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,3,00:00.0,137.88,51505,27,1,308.56,1,0,Electronics,0,413.64,1,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 0 137.88 A lightweight wireless mouse with ergonomic design and smooth tracking. 1
383821,2875,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,9,00:00.0,97.14,72699,20,0,152.1,2,1,Electronics,0,874.26,1,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 1 97.14 A lightweight wireless mouse with ergonomic design and smooth tracking. 2
277804,2763,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,6,00:00.0,96.32,36957,29,1,268.71,2,1,Lighting / Decor,3,577.92,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 1 96.32 A warm ambient lamp with soft diffused lighting for home décor. 2
805703,9712,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,4,00:00.0,63.47,35464,46,0,66.54,1,3,Electronics,0,253.88,0,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 3 63.47 A portable Bluetooth speaker with clear sound and deep bass. 1
139081,6797,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,7,00:00.0,114.1,33649,34,1,193.65,1,0,Electronics,0,798.6999999999999,1,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 0 114.1 A portable Bluetooth speaker with clear sound and deep bass. 1
818216,8099,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",8,00:00.0,82.04,52065,24,0,200.47,2,0,Office,4,656.32,1,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 0 82.04 A premium ruled notebook for writing, journaling, or office notes. 2"
455249,6109,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,6,00:00.0,103.23,44758,30,1,119.77,2,3,Lighting / Decor,3,619.38,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 3 103.23 A warm ambient lamp with soft diffused lighting for home décor. 2
319930,7644,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,5,00:00.0,67.13,15596,19,1,91.72,2,1,Electronics,0,335.65,0,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 1 67.13 A lightweight wireless mouse with ergonomic design and smooth tracking. 2
905497,1116,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",6,00:00.0,111.07,26374,21,1,241.97,2,0,Home Decor,1,666.42,1,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 111.07 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 2"
617313,3433,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,5,00:00.0,124.55,13775,27,0,264.04,0,3,Electronics,0,622.75,1,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 3 124.55 A portable Bluetooth speaker with clear sound and deep bass. 0
314532,6463,Storage Box,A sturdy plastic storage box ideal for organizing household items.,8,00:00.0,26.23,37388,56,0,64.99,0,0,Storage,5,209.84,0,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 0 26.23 A sturdy plastic storage box ideal for organizing household items. 0
712380,1583,Storage Box,A sturdy plastic storage box ideal for organizing household items.,1,00:00.0,125.77,31029,41,1,330.17,1,1,Storage,5,125.77,0,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 1 125.77 A sturdy plastic storage box ideal for organizing household items. 1
619332,9586,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,7,00:00.0,83.34,93981,34,1,104.77,1,3,Kitchen,2,583.38,1,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 3 83.34 A durable ceramic mug with a smooth matte finish for hot beverages. 1
416837,4788,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,2,00:00.0,127.48,63639,23,0,132.17,1,0,Lighting / Decor,3,254.96,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 127.48 A flexible RGB LED strip with multiple color modes for room decoration. 1
389106,5167,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",9,00:00.0,67.54,24645,36,1,160.7,2,3,Home Decor,1,607.86,1,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 3 67.54 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 2"
128295,9465,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,1,00:00.0,59.96,41105,22,0,96.1,1,0,Electronics,0,59.96,0,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 0 59.96 A portable Bluetooth speaker with clear sound and deep bass. 1
113807,2389,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,6,00:00.0,137.68,23668,49,0,310.05,1,0,Office,4,826.08,1,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 0 137.68 A multi-section organizer that keeps workspace essentials neatly arranged. 1
